Tanggal,Open,High,Low,Close,Volume
2025-03-27,6462.59619140625,6510.6201171875,6417.240234375,6510.6201171875,121855500
2025-04-08,5914.2880859375,6036.55419921875,5882.60498046875,5996.14208984375,184790800
2025-04-09,5978.44091796875,6092.412109375,5949.60107421875,5967.98779296875,150044400
2025-04-10,6270.61083984375,6310.8251953125,6188.669921875,6254.02392578125,181443500
2025-04-11,6195.56787109375,6298.77783203125,6148.77587890625,6262.22607421875,117642700
2025-04-14,6225.3369140625,6404.06982421875,6225.3369140625,6368.51708984375,149701700
2025-04-15,6444.341796875,6497.5322265625,6395.9267578125,6441.68310546875,147079600
2025-04-16,6461.27392578125,6469.59716796875,6373.7900390625,6400.05419921875,142022700
2025-04-17,6407.02099609375,6438.26904296875,6384.28515625,6438.26904296875,131124200
2025-04-21,6450.31396484375,6472.5380859375,6406.80322265625,6445.966796875,108855100
2025-04-22,6455.0791015625,6538.32177734375,6428.10498046875,6538.26611328125,150312500
2025-04-23,6589.3271484375,6642.9150390625,6588.2568359375,6634.376953125,184488000
2025-04-24,6671.06787109375,6697.90087890625,6585.4560546875,6613.47802734375,159090300
2025-04-25,6660.619140625,6683.36083984375,6640.77783203125,6678.9150390625,169030400
2025-04-28,6716.21484375,6738.35205078125,6688.77978515625,6722.9658203125,164549400
2025-04-29,6748.98779296875,6763.88720703125,6724.31787109375,6749.0751953125,193012300
2025-04-30,6755.4638671875,6791.2529296875,6725.966796875,6766.794921875,210149800
2025-05-02,6811.10986328125,6818.27978515625,6765.8310546875,6815.72998046875,183083600
2025-05-05,6844.37109375,6879.10888671875,6824.39697265625,6831.9521484375,194998400
2025-05-06,6860.44580078125,6913.68798828125,6858.15087890625,6898.19677734375,162346800
2025-05-07,6925.251953125,6970.5,6909.9609375,6926.22509765625,187668100
2025-05-08,6945.98388671875,6965.93408203125,6824.64990234375,6827.75,260892400
2025-05-09,6849.44921875,6882.31787109375,6811.77294921875,6832.80322265625,164380000
2025-05-14,6915.95703125,6987.78076171875,6914.75390625,6979.8798828125,272470100
2025-05-15,7003.14697265625,7076.73681640625,7002.37109375,7040.1611328125,343582300
2025-05-16,7092.23486328125,7106.52587890625,7009.84619140625,7106.52587890625,239677400
2025-05-19,7113.44287109375,7160.6591796875,7085.97314453125,7141.0908203125,227261200
2025-05-20,7164.14697265625,7202.81689453125,7088.623046875,7094.60205078125,219667500
2025-05-21,7114.69921875,7170.72412109375,7109.22119140625,7142.4609375,228188900
2025-05-22,7165.10009765625,7190.6689453125,7136.7841796875,7166.98095703125,201247200
2025-05-23,7206.35791015625,7223.2529296875,7177.2451171875,7214.1630859375,152151100
2025-05-26,7231.47705078125,7240.083984375,7129.38818359375,7188.35302734375,331040000
2025-05-27,7204.171875,7212.56884765625,7162.9609375,7198.966796875,245398700
2025-05-28,7223.51318359375,7237.3408203125,7166.67822265625,7175.81884765625,277488600
2025-06-02,7134.48681640625,7152.912109375,7035.837890625,7065.06884765625,240143000
2025-06-03,7071.63818359375,7090.35107421875,6994.15576171875,7044.82177734375,199730400
2025-06-04,7083.23876953125,7094.44677734375,7052.9140625,7069.037109375,232777400
2025-06-05,7100.23583984375,7136.64306640625,7083.89208984375,7113.4248046875,193147800
2025-06-10,7136.86279296875,7230.7451171875,7133.37890625,7230.7451171875,265169800
2025-06-11,7232.68115234375,7239.955078125,7172.203125,7222.4560546875,262581600
2025-06-12,7219.56103515625,7237.27490234375,7191.90478515625,7204.3701171875,281607200
2025-06-13,7191.1240234375,7192.6630859375,7149.60986328125,7166.06494140625,230230400
2025-06-16,7158.90380859375,7211.5439453125,7117.5908203125,7117.5908203125,224577700
2025-06-17,7163.02685546875,7181.466796875,7143.60400390625,7155.85205078125,173034400
2025-06-18,7155.1240234375,7166.66796875,7089.455078125,7107.7890625,180387400
2025-06-19,7107.7861328125,7115.90380859375,6935.009765625,6968.63916015625,222226000
2025-06-20,6948.2841796875,6956.80517578125,6873.7158203125,6907.13818359375,331625100
