Tanggal,Open,High,Low,Close,Volume
2026-01-15,9072.2958984375,9100.8251953125,9040.998046875,9075.40625,446899000
2026-01-19,9098.7021484375,9133.873046875,9025.998046875,9133.873046875,541550600
2026-01-20,9156.189453125,9174.4736328125,9120.154296875,9134.7001953125,606446200
2026-01-21,9094.4306640625,9105.2314453125,8977.6806640625,9010.330078125,553244200
2026-01-22,9052.16796875,9109.7099609375,8992.1337890625,8992.1826171875,661020800
2026-01-23,9031.494140625,9039.666015625,8837.828125,8951.009765625,587299800
2026-01-26,8967.7275390625,9058.0458984375,8923.52734375,8975.333984375,491763600
2026-01-27,8974.5654296875,8980.23046875,8873.4765625,8980.23046875,536008400
2026-01-28,8393.513671875,8596.171875,8187.73486328125,8320.5556640625,557055000
2026-01-29,8027.828125,8296.94140625,7481.98779296875,8232.203125,906233100
2026-01-30,8308.724609375,8408.2998046875,8167.15576171875,8329.6064453125,478640200
2026-02-02,8306.1630859375,8313.0576171875,7820.22509765625,7922.73095703125,444961400
2026-02-03,7888.77099609375,8122.59716796875,7712.34814453125,8122.59716796875,545340400
2026-02-04,8121.033203125,8194.68359375,8050.39599609375,8146.716796875,404556000
2026-02-05,8154.60400390625,8214.4609375,8102.7861328125,8103.87890625,323626200
2026-02-06,7945.0400390625,8025.14013671875,7861.68505859375,7935.259765625,312234100
2026-02-09,7970.02197265625,8031.8740234375,7863.005859375,8031.8740234375,310222600
2026-02-10,8031.58203125,8140.86181640625,8011.1298828125,8131.73779296875,374472200
2026-02-11,8152.78515625,8290.9658203125,8118.1630859375,8290.9658203125,545693700
2026-02-12,8317.240234375,8334.0224609375,8220.150390625,8265.3515625,379401500
2026-02-13,8240.005859375,8251.9892578125,8170.5869140625,8212.271484375,434442400
2026-02-18,8235.80859375,8310.2265625,8227.4521484375,8310.2265625,459026600
2026-02-19,8357.4453125,8376.19921875,8251.8115234375,8274.0810546875,435377400
2026-02-20,8300.2216796875,8328.4208984375,8236.7529296875,8271.7666015625,400251500
2026-02-23,8334.54296875,8397.0654296875,8327.5693359375,8396.08203125,443116900
2026-02-24,8428.0498046875,8437.0888671875,8259.4775390625,8280.8330078125,509728100
2026-02-25,8318.14453125,8373.4833984375,8259.7470703125,8322.228515625,441816300
2026-02-26,8351.3623046875,8358.95703125,8139.82421875,8235.26171875,450264700
2026-02-27,8211.3046875,8246.9541015625,8093.7490234375,8235.4853515625,441200100
2026-03-02,8092.90478515625,8133.69189453125,8016.8330078125,8016.8330078125,527702300
2026-03-03,8059.8681640625,8098.39208984375,7932.52001953125,7939.76708984375,396162400
2026-03-04,7896.376953125,7897.81201171875,7486.32080078125,7577.06396484375,485472100
2026-03-05,7695.34716796875,7765.61279296875,7678.533203125,7710.537109375,303915000
2026-03-06,7699.47314453125,7700.31787109375,7500.0849609375,7585.68701171875,291110400
2026-03-09,7374.31103515625,7403.73291015625,7156.68310546875,7337.369140625,406185700
2026-03-10,7443.0458984375,7499.82421875,7372.8232421875,7440.9130859375,309617900
2026-03-11,7484.77392578125,7527.31884765625,7380.80810546875,7389.39892578125,253162500
2026-03-12,7398.85302734375,7436.4970703125,7323.7421875,7362.1171875,234355700
2026-03-13,7338.82421875,7350.27978515625,7132.2109375,7137.2119140625,256288700
2026-03-16,7115.451171875,7120.18505859375,6917.32177734375,7022.2880859375,264167600
2026-03-17,7074.61083984375,7148.2509765625,7059.89013671875,7106.8388671875,226881800
2026-03-25,7084.6220703125,7302.12109375,7057.22314453125,7302.12109375,346637800
2026-03-26,7313.6650390625,7323.7021484375,7152.591796875,7164.0908203125,257658000
2026-03-27,7136.3662109375,7154.55810546875,7070.2119140625,7097.05712890625,171896900
2026-03-30,7020.5322265625,7104.64208984375,6945.501953125,7091.669921875,221811800
2026-03-31,7122.9921875,7155.5478515625,7031.10498046875,7048.22216796875,231095700
2026-04-01,7149.2529296875,7207.166015625,7136.2490234375,7184.43798828125,295360000
