Tanggal,Open,High,Low,Close,Volume
2025-08-29,7899.88720703125,7913.85986328125,7765.59619140625,7830.4931640625,481348100
2025-09-01,7620.09912109375,7783.41796875,7547.56396484375,7736.06591796875,358661000
2025-09-02,7771.333984375,7842.298828125,7771.333984375,7801.5849609375,347812700
2025-09-03,7843.6318359375,7911.6181640625,7840.7509765625,7885.86279296875,351685500
2025-09-04,7873.8427734375,7899.7958984375,7855.7421875,7867.34814453125,362349800
2025-09-08,7929.06298828125,7934.9912109375,7766.84912109375,7766.84912109375,336787200
2025-09-09,7748.51220703125,7791.333984375,7619.716796875,7628.60498046875,335416000
2025-09-10,7682.421875,7726.376953125,7661.27978515625,7699.0068359375,263174400
2025-09-11,7781.1708984375,7819.09814453125,7742.59912109375,7747.90478515625,289797900
2025-09-12,7819.001953125,7854.81201171875,7790.7939453125,7854.06005859375,289619100
2025-09-15,7891.26416015625,7937.1181640625,7889.18896484375,7937.1181640625,345056100
2025-09-16,7979.31982421875,7985.576171875,7899.66796875,7957.69580078125,401395800
2025-09-17,7964.423828125,8025.17919921875,7940.51318359375,8025.17919921875,323654400
2025-09-18,8065.7431640625,8068.0087890625,7993.51708984375,8008.43310546875,378167700
2025-09-19,7996.19580078125,8051.1181640625,7983.35693359375,8051.1181640625,423577900
2025-09-22,8082.2587890625,8087.92919921875,8005.34912109375,8040.0390625,345468800
2025-09-23,8066.294921875,8125.201171875,8039.94677734375,8125.201171875,518663700
2025-09-24,8161.2841796875,8169.01708984375,8077.83984375,8126.55810546875,454412900
2025-09-25,8130.02197265625,8146.08984375,8022.97900390625,8040.6650390625,483927800
2025-09-26,8051.76220703125,8099.3330078125,8034.998046875,8099.3330078125,351966900
2025-09-29,8139.5791015625,8157.330078125,8100.01708984375,8123.2451171875,439450000
2025-09-30,8137.634765625,8150.341796875,8042.8232421875,8061.06201171875,461651600
2025-10-01,8069.93701171875,8093.69384765625,8034.25,8043.82177734375,536747800
2025-10-02,8070.4248046875,8109.43603515625,8059.048828125,8071.0810546875,402266500
2025-10-03,8099.64501953125,8118.30078125,8076.59716796875,8118.30078125,428024700
2025-10-06,8155.365234375,8176.30810546875,8104.5517578125,8139.89404296875,429540400
2025-10-07,8182.65576171875,8217.0458984375,8153.712890625,8169.28076171875,426851900
2025-10-08,8201.140625,8224.64453125,8044.93310546875,8166.02880859375,355267800
2025-10-09,8187.7001953125,8272.6318359375,8159.94482421875,8250.9384765625,347199100
2025-10-10,8259.0751953125,8270.33203125,8194.046875,8257.859375,366345900
2025-10-13,8169.64892578125,8288.279296875,8133.626953125,8227.2021484375,366939200
2025-10-14,8269.48046875,8284.91015625,7974.02978515625,8066.52197265625,440487100
2025-10-15,8107.298828125,8132.52197265625,7936.37109375,8051.1748046875,329138800
2025-10-16,8064.67919921875,8148.044921875,8030.77685546875,8124.7568359375,246641300
2025-10-17,8132.7470703125,8140.59716796875,7854.30712890625,7915.65576171875,353739000
2025-10-20,7988.4482421875,8117.26904296875,7937.384765625,8088.97802734375,307599100
2025-10-21,8165.69189453125,8238.083984375,8161.19384765625,8238.083984375,281761500
2025-10-22,8235.69921875,8261.84375,8141.98583984375,8152.55322265625,275367500
2025-10-23,8179.8837890625,8292.8876953125,8179.61279296875,8274.3515625,281648700
2025-10-24,8294.8916015625,8351.05859375,8271.7216796875,8271.7216796875,238196400
2025-10-27,8322.216796875,8354.6728515625,7959.1689453125,8117.15087890625,359000200
2025-10-28,8144.4248046875,8151.3349609375,8039.85107421875,8092.62890625,282866700
2025-10-29,8107.3759765625,8169.13916015625,8042.6298828125,8166.22412109375,248336300
2025-10-30,8176.36083984375,8231.8828125,8145.60400390625,8184.06396484375,326703000
2025-10-31,8202.5234375,8215.5458984375,8144.0771484375,8163.875,245393300
2025-11-03,8208.0302734375,8282.16015625,8201.3642578125,8275.083984375,338112200
2025-11-04,8275.953125,8317.076171875,8225.9111328125,8241.9111328125,254611100
