Tanggal,Open,High,Low,Close,Volume
2025-11-05,8213.6005859375,8318.5263671875,8181.90380859375,8318.5263671875,333837700
2025-11-06,8354.6796875,8362.916015625,8289.890625,8337.0576171875,229181000
2025-11-07,8346.5771484375,8398.7646484375,8332.6005859375,8394.58984375,227520700
2025-11-10,8443.3203125,8478.1484375,8391.240234375,8391.240234375,415934000
2025-11-11,8437.958984375,8443.6865234375,8338.396484375,8366.5146484375,677885600
2025-11-12,8392.2802734375,8428.9482421875,8377.4970703125,8388.56640625,491096300
2025-11-13,8412.826171875,8418.1630859375,8354.8359375,8371.9990234375,534184900
2025-11-14,8378.12890625,8417.134765625,8360.9365234375,8370.435546875,422843300
2025-11-17,8397.8359375,8452.3291015625,8391.9951171875,8416.8818359375,382110500
2025-11-18,8427.3984375,8442.865234375,8341.9033203125,8361.92578125,374837900
2025-11-19,8384.3623046875,8426.6328125,8375.5751953125,8406.5771484375,394548300
2025-11-20,8449.5419921875,8491.427734375,8419.9169921875,8419.9169921875,319147400
2025-11-21,8403.9013671875,8432.6025390625,8361.271484375,8414.3515625,288992600
2025-11-24,8458.29296875,8570.25390625,8429.4638671875,8570.25390625,471629100
2025-11-25,8570.845703125,8574.384765625,8487.220703125,8521.884765625,414092000
2025-11-26,8533.8857421875,8602.1298828125,8503.146484375,8602.1298828125,498634000
2025-11-27,8611.328125,8622.267578125,8521.49609375,8545.865234375,463624300
2025-11-28,8555.65625,8572.359375,8495.205078125,8508.7060546875,386357400
2025-12-01,8541.5390625,8553.6162109375,8493.2451171875,8548.7880859375,433587600
2025-12-02,8577.6064453125,8625.6357421875,8564.6953125,8617.04296875,405114200
2025-12-03,8655.017578125,8669.1865234375,8591.806640625,8611.787109375,432093300
2025-12-04,8646.646484375,8650.296875,8606.9033203125,8640.1962890625,447262700
2025-12-05,8658.8896484375,8689.0986328125,8617.0380859375,8632.7607421875,421538600
2025-12-08,8676.7265625,8720.0908203125,8642.0615234375,8710.6953125,525913600
2025-12-09,8743.208984375,8749.2626953125,8626.845703125,8657.1787109375,498676700
2025-12-10,8713.7109375,8720.880859375,8668.6064453125,8700.923828125,623753400
2025-12-11,8764.0908203125,8776.9697265625,8560.10546875,8620.4814453125,667238000
2025-12-12,8651.765625,8680.041015625,8585.421875,8660.4990234375,457344900
2025-12-15,8705.2392578125,8720.6826171875,8622.9853515625,8649.662109375,553538600
2025-12-16,8696.6962890625,8700.861328125,8611.3466796875,8686.46875,431043000
2025-12-17,8708.3271484375,8729.4658203125,8660.748046875,8677.3447265625,341969700
2025-12-18,8705.1376953125,8730.708984375,8618.1953125,8618.1953125,328562900
2025-12-19,8657.2421875,8671.767578125,8562.8876953125,8609.55078125,307160800
2025-12-22,8629.24609375,8648.794921875,8609.388671875,8645.84375,374939200
2025-12-23,8656.6533203125,8667.7333984375,8566.9951171875,8584.7822265625,329812800
2025-12-24,8597.3876953125,8611.3330078125,8525.1005859375,8537.9111328125,280698800
2025-12-29,8545.7216796875,8652.1826171875,8545.7216796875,8644.255859375,334277800
2025-12-30,8627.400390625,8663.66796875,8584.865234375,8646.9384765625,308173000
2026-01-02,8676.7412109375,8748.1318359375,8664.974609375,8748.1318359375,471863900
2026-01-05,8778.732421875,8859.19140625,8732.3193359375,8859.19140625,665735100
2026-01-06,8890.720703125,8940.109375,8839.01171875,8933.609375,630432800
2026-01-07,8959.0908203125,8970.869140625,8916.029296875,8944.8134765625,655409500
2026-01-08,8946.7001953125,9002.919921875,8918.4052734375,8925.470703125,489316100
2026-01-09,8969.1513671875,8981.021484375,8908.1728515625,8936.75390625,499545200
2026-01-12,8991.759765625,9000.966796875,8715.4111328125,8884.72265625,697907000
2026-01-13,8931.2421875,8956.7265625,8841.017578125,8948.302734375,538438100
2026-01-14,9007.052734375,9049.2978515625,8979.6015625,9032.583984375,580700100
